"","Price","Surface","Building_type","District","Rent","Number_of_rooms","Condition"
"365",657000,48.8,"dom wielorodzinny","Krzyki",560,2,"dobry"
"366",455000,28.9,"blok mieszkalny","Różanka",1000,1,"bardzo dobry"
"367",550000,39.5,"kamienica","Krzyki",580,2,"do remontu"
"368",739000,68.42,"blok mieszkalny","Huby",980,3,"dobry"
"369",542500,38.2,"blok mieszkalny","Szczepin",850,2,"dobry"
"370",404900,32,"blok mieszkalny","Strachocin",600,1,"do odświeżenia"
"371",589900,47,"blok mieszkalny","Stare Miasto",550,2,"do odświeżenia"
"372",571000,39.26,"blok mieszkalny","Krzyki",440,2,"do wykończenia"
"373",599000,54.5,"blok mieszkalny","Krzyki",350,3,"do remontu"
"374",521559,41.1,"blok mieszkalny","Księże",500,2,"do wykończenia"
"375",815000,66,"blok mieszkalny","Stare Miasto",729,3,"wysoki standard"
"376",736274,42.72,"blok mieszkalny","Kleczków",515,2,"do wykończenia"
"377",899000,95.29,"kamienica","Powstańców Śląskich",800,4,"dobry"
"378",8e+05,52,"blok mieszkalny","Krzyki",800,2,"bardzo dobry"
"379",579000,47.9,"kamienica","Księże",692,3,"bardzo dobry"
"380",624998,42,"blok mieszkalny","Krzyki",550,2,"bardzo dobry"
"381",729000,55.24,"blok mieszkalny","Grabiszyn",640,2,"wysoki standard"
"382",511000,27.48,"apartamentowiec","Stare Miasto",350,1,"do wykończenia"
"383",560000,36.26,"blok mieszkalny","Biskupin",430,2,"-"
"384",671326,56,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"385",590000,39.26,"blok mieszkalny","Klecina",550,2,"do wykończenia"
"386",640000,38,"apartamentowiec","Psie Pole",600,2,"dobry"
"387",689000,38.61,"blok mieszkalny","Grabiszyn",620,2,"bardzo dobry"
"388",630000,45.5,"kamienica","Gaj",601,3,"wysoki standard"
"389",814019,67.33,"blok mieszkalny","Krzyki",400,3,"deweloperski"
"390",660000,50.64,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"391",555000,51.02,"blok mieszkalny","Grabiszyn",913,2,"dobry"
"392",475000,36,"blok mieszkalny","Huby",456,2,"bardzo dobry"
"393",819000,66,"kamienica","Huby",550,3,"nowe wykończone"
"394",635500,53,"blok mieszkalny","Maślice",400,2,"bardzo dobry"
"395",699000,64.32,"kamienica","Ołbin",420,3,"wysoki standard"
"396",1034133,68.5,"blok mieszkalny","Stare Miasto",760,3,"bardzo dobry"
"397",1790000,83,"apartamentowiec","Biskupin",1200,4,"deweloperski"
"398",694326,52.95,"blok mieszkalny","Kleczków",650,3,"do wykończenia"
"399",689000,50.91,"apartamentowiec","Ołbin",600,3,"do wykończenia"
"400",568584,44.7,"apartamentowiec","Księże",500,2,"do wykończenia"
"401",455000,47.4,"blok mieszkalny","Psie Pole",597,2,"do remontu"
"402",1310250,52.41,"apartamentowiec","Stare Miasto",760,2,"do wykończenia"
"403",599000,67.9,"kamienica","Stare Miasto",706,3,"do remontu"
"404",707789,46.11,"apartamentowiec","Krzyki",460,2,"nowe wykończone"
"405",749000,62.5,"blok mieszkalny","Krzyki",790,3,"wysoki standard"
"406",350000,28.2,"blok mieszkalny","Krzyki",500,1,"-"
"407",589284,37.17,"blok mieszkalny","Klecina",350,2,"do wykończenia"
"408",918567,58.71,"blok mieszkalny","Stare Miasto",600,3,"bardzo dobry"
"409",780000,62.9,"blok mieszkalny","Poświętne",780,3,"wysoki standard"
"410",830000,58.71,"blok mieszkalny","Muchobór Wielki",717,3,"bardzo dobry"
"411",599000,54,"blok mieszkalny","Krzyki",892,3,"bardzo dobry"
"412",609900,39.2,"apartamentowiec","Partynice",500,2,"dobry"
"413",817000,38.03,"apartamentowiec","Stare Miasto",300,2,"do wykończenia"
"414",575000,40.62,"apartamentowiec","Psie Pole",708,2,"bardzo dobry"
"415",679000,55.37,"blok mieszkalny","Brochów",600,2,"wysoki standard"
"416",609000,44.08,"blok mieszkalny","Widawa",500,2,"do wykończenia"
"417",460000,30.5,"apartamentowiec","Nowy Dwór",350,1,"dobry"
"418",609000,32.49,"apartamentowiec","Szczepin",450,1,"do wykończenia"
"419",1149000,59.3,"blok mieszkalny","Krzyki",800,3,"wysoki standard"
"420",869000,71,"blok mieszkalny","Borek",900,3,"bardzo dobry"
"421",850000,46.47,"apartamentowiec","Przedmieście Oławskie",650,2,"dobry"
"422",502000,35.63,"blok mieszkalny","Krzyki",380,2,"do wykończenia"
"423",650000,51,"blok mieszkalny","Psie Pole",500,3,"deweloperski"
"424",584000,41,"blok mieszkalny","Grabiszyn",450,2,"dobry"
"425",581000,51.65,"blok mieszkalny","Lipa Piotrowska",650,3,"do wykończenia"
"426",831962,82.38,"blok mieszkalny","Żerniki",800,4,"bardzo dobry"
"427",1464000,77.47,"apartamentowiec","Borek",1035,3,"wysoki standard"
"428",530000,47.44,"kamienica","Krzyki",800,2,"bardzo dobry"
"429",699000,50,"blok mieszkalny","Szczepin",680,3,"wysoki standard"
"430",589000,54.64,"kamienica","Nadodrze",380,2,"wysoki standard"
"431",669000,60.3,"blok mieszkalny","Psie Pole",880,3,"dobry"
"432",629000,47.27,"blok mieszkalny","Nowy Dwór",500,2,"wysoki standard"
"433",621045,40.18,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"434",485000,37,"blok mieszkalny","Stare Miasto",350,2,"do remontu"
"435",629900,40,"blok mieszkalny","Jagodno",370,2,"-"
"436",620496,50.1,"apartamentowiec","Księże",550,2,"do wykończenia"
"437",855000,68.58,"apartamentowiec","Kleczków",700,3,"do wykończenia"
"438",691860,54.6,"blok mieszkalny","Krzyki",500,3,"do wykończenia"
"439",1199000,68.19,"apartamentowiec","Ołtaszyn",240,3,"wysoki standard"
"440",585000,60.34,"kamienica","Borek",450,3,"do remontu"
"441",899000,59.13,"apartamentowiec","Grabiszyn",609,3,"bardzo dobry"
"442",1206588,76.06,"blok mieszkalny","Stare Miasto",840,3,"bardzo dobry"
"443",749000,64.62,"blok mieszkalny","Klecina",550,3,"bardzo dobry"
"444",889500,59.3,"apartamentowiec","Grabiszyn",13,3,"do wykończenia"
"445",1260000,66,"apartamentowiec","Karłowice",550,4,"wysoki standard"
"446",799999,67.79,"apartamentowiec","Grabiszyn",700,2,"wysoki standard"
"447",599000,46,"kamienica","Stare Miasto",600,2,"wysoki standard"
"448",563500,49,"blok mieszkalny","Gądów",540,2,"dobry"
"449",699000,56,"blok mieszkalny","Jagodno",700,2,"nowe wykończone"
"450",907605,95.76,"blok mieszkalny","Maślice",800,3,"do wykończenia"
"451",609000,45.02,"blok mieszkalny","Krzyki",570,2,"wysoki standard"
"452",709000,37,"apartamentowiec","Stare Miasto",12,2,"deweloperski"
"453",574000,48,"kamienica","Księże",700,3,"bardzo dobry"
"454",789000,62,"blok mieszkalny","Stare Miasto",600,5,"-"
"455",850363,54.16,"apartamentowiec","Kleczków",650,3,"do wykończenia"
"456",748000,54.24,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"457",1150000,84,"apartamentowiec","Stare Miasto",1600,5,"dobry"
"458",634999,41.01,"blok mieszkalny","Krzyki",480,2,"bardzo dobry"
"459",698000,54.5,"kamienica","Biskupin",250,2,"dobry"
"460",650000,57,"kamienica","Nadodrze",140,2,"do remontu"
"461",459900,33.8,"blok mieszkalny","Psie Pole",500,2,"-"
"462",360000,22.35,"blok mieszkalny","Krzyki",300,1,"do wykończenia"
"463",859093,41.87,"apartamentowiec","Stare Miasto",500,2,"do wykończenia"
"464",494998,33.01,"blok mieszkalny","Stare Miasto",500,2,"bardzo dobry"
"465",1200000,67,"blok mieszkalny","Przedmieście Oławskie",1000,3,"wysoki standard"
"466",567364,35.75,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"467",830000,48.8,"apartamentowiec","Oporów",610,2,"wysoki standard"
"468",804900,52.67,"blok mieszkalny","Krzyki",590,3,"do wykończenia"
"469",730000,48,"apartamentowiec","Jagodno",400,3,"do wykończenia"
"470",799000,49,"blok mieszkalny","Gądów",500,2,"bardzo dobry"
"471",394000,28.2,"blok mieszkalny","Krzyki",500,1,"do remontu"
"472",899000,73,"kamienica","Stare Miasto",1023,6,"nowe wykończone"
"473",998800,52.57,"blok mieszkalny","Szczepin",700,3,"do wykończenia"
"474",724999,55.2,"apartamentowiec","Huby",800,2,"wysoki standard"
"475",849999,66.87,"blok mieszkalny","Ołbin",600,3,"do wykończenia"
"476",591618,38.51,"blok mieszkalny","Krzyki",500,2,"nowe wykończone"
"477",756000,55.8,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"478",699000,50,"apartamentowiec","Krzyki",890,2,"dobry"
"479",599000,38.5,"blok mieszkalny","Jagodno",500,2,"nowe wykończone"
"480",623300,51.95,"blok mieszkalny","Psie Pole",458,2,"-"
"481",640000,57.4,"blok mieszkalny","Gaj",950,3,"wysoki standard"
"482",1010583,53.47,"blok mieszkalny","Stare Miasto",800,2,"wysoki standard"
"483",459000,50.87,"kamienica","Kleczków",817,2,"do remontu"
"484",525000,40,"blok mieszkalny","Krzyki",420,2,"bardzo dobry"
"485",625000,52,"blok mieszkalny","Krzyki",500,2,"wysoki standard"
"486",580000,64,"blok mieszkalny","Nowy Dwór",1000,3,"do remontu"
"487",679000,62.2,"kamienica","Grabiszyn",360,2,"wysoki standard"
"488",570825,47.7,"blok mieszkalny","Księże",480,2,"do wykończenia"
"489",465000,40.63,"kamienica","Bieńkowice",470,2,"bardzo dobry"
"490",699000,53.34,"blok mieszkalny","Poświętne",600,3,"do wykończenia"
"491",525000,40,"blok mieszkalny","Stare Miasto",420,2,"wysoki standard"
"492",499000,31.94,"blok mieszkalny","Muchobór Wielki",400,1,"bardzo dobry"
"493",505000,47,"blok mieszkalny","Grabiszyn",600,3,"wysoki standard"
"494",870000,45,"apartamentowiec","Gaj",500,2,"wysoki standard"
"495",619740,31.3,"apartamentowiec","Stare Miasto",400,1,"wysoki standard"
"496",499000,35.95,"blok mieszkalny","Jagodno",400,2,"do wykończenia"
"497",825250,48.16,"apartamentowiec","Kleczków",500,2,"do wykończenia"
"498",849000,58,"kamienica","Kleczków",490,3,"nowe wykończone"
"499",676776,39.12,"blok mieszkalny","Stare Miasto",450,2,"do wykończenia"
"500",1483611,81.08,"blok mieszkalny","Kleczków",950,4,"do wykończenia"
"501",679000,47.42,"blok mieszkalny","Powstańców Śląskich",660,2,"bardzo dobry"
"502",477816,37.04,"blok mieszkalny","Jagodno",400,2,"do wykończenia"
"503",989999,49.6,"apartamentowiec","Szczepin",600,2,"wysoki standard"
"504",599000,54.63,"kamienica","Przedmieście Oławskie",660,2,"dobry"
"505",526000,34.01,"kamienica","Nadodrze",500,1,"bardzo dobry"
"506",1021200,42.55,"apartamentowiec","Stare Miasto",900,2,"do wykończenia"
"507",498900,42,"kamienica","Muchobór Mały",250,2,"dobry"
"508",720000,62.6,"blok mieszkalny","Psie Pole",700,4,"wysoki standard"
"509",749000,95,"blok mieszkalny","Partynice",790,3,"dobry"
"510",1150000,98,"kamienica","Plac Grunwaldzki",800,4,"nowe wykończone"
"511",450000,44.8,"kamienica","Biskupin",500,2,"do odświeżenia"
"512",609000,59.7,"blok mieszkalny","Księże",600,3,"do wykończenia"
"513",1096125,59.25,"apartamentowiec","Stare Miasto",800,3,"bardzo dobry"
"514",750000,100,"kamienica","Powstańców Śląskich",1000,3,"dobry"
"515",890000,59.3,"blok mieszkalny","Jagodno",770,3,"bardzo dobry"
"516",475900,28,"blok mieszkalny","Ołbin",360,1,"dobry"
"517",549000,41.5,"blok mieszkalny","Lipa Piotrowska",500,2,"bardzo dobry"
"518",954169,54.02,"blok mieszkalny","Stare Miasto",900,3,"bardzo dobry"
"519",741000,65.06,"blok mieszkalny","Lipa Piotrowska",826,3,"bardzo dobry"
"520",711000,55.32,"blok mieszkalny","Poświętne",500,3,"do wykończenia"
"521",635000,63.5,"blok mieszkalny","Pilczyce",990,3,"dobry"
"522",830000,62.3,"blok mieszkalny","Gaj",900,3,"wysoki standard"
"523",515000,35,"blok mieszkalny","Kozanów",500,2,"wysoki standard"
"524",1438355,86.35,"apartamentowiec","Kleczków",860,4,"do wykończenia"
"525",699999,68.5,"kamienica","Stare Miasto",763,3,"bardzo dobry"
"526",934124,91.35,"apartamentowiec","Krzyki",910,5,"do wykończenia"
"527",500200,36.61,"blok mieszkalny","Klecina",380,2,"do wykończenia"
"528",1058157,80.13,"blok mieszkalny","Poświętne",700,4,"do wykończenia"
"529",570000,46,"blok mieszkalny","Grabiszyn",819,3,"wysoki standard"
"530",650000,53.27,"blok mieszkalny","Gaj",650,3,"wysoki standard"
"531",810870,83.69,"blok mieszkalny","Maślice",790,4,"do wykończenia"
"532",548437,42.22,"blok mieszkalny","Lipa Piotrowska",450,2,"do wykończenia"
"533",751220,38.23,"blok mieszkalny","Stare Miasto",450,2,"do wykończenia"
"534",750000,78,"blok mieszkalny","Różanka",700,4,"do remontu"
"535",876225,56.63,"blok mieszkalny","Krzyki",650,3,"do wykończenia"
"536",439000,25,"blok mieszkalny","Stare Miasto",500,2,"dobry"
"537",1550000,79.19,"apartamentowiec","Stare Miasto",500,2,"wysoki standard"
"538",799000,45,"blok mieszkalny","Ołbin",700,3,"wysoki standard"
"539",439900,34,"kamienica","Pracze Odrzańskie",100,2,"dobry"
"540",995000,70.56,"blok mieszkalny","Stare Miasto",900,3,"wysoki standard"
"541",799000,56.74,"apartamentowiec","Jagodno",600,3,"bardzo dobry"
"542",1100000,64,"apartamentowiec","Stare Miasto",1950,2,"wysoki standard"
"543",616948,60.19,"blok mieszkalny","Lipa Piotrowska",500,3,"do wykończenia"
"544",753000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"545",899000,62.82,"blok mieszkalny","Szczepin",750,3,"do wykończenia"
"546",638158,51.27,"blok mieszkalny","Krzyki",510,3,"do wykończenia"
"547",730000,54.1,"apartamentowiec","Sołtysowice",480,3,"wysoki standard"
"548",733000,54.24,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"549",750123,46.43,"apartamentowiec","Muchobór Mały",552,1,"do wykończenia"
"550",1351350,100.1,"blok mieszkalny","Ołbin",1200,3,"do wykończenia"
"551",926900,71.3,"apartamentowiec","Ołbin",750,4,"do wykończenia"
"552",627100,62.71,"blok mieszkalny","Lipa Piotrowska",600,3,"do wykończenia"
"553",759900,71.5,"blok mieszkalny","Muchobór Wielki",900,3,"wysoki standard"
"554",868999,55.27,"apartamentowiec","Szczepin",600,3,"do wykończenia"
"555",1391000,81.46,"blok mieszkalny","Kleczków",820,4,"do wykończenia"
"556",680000,46.76,"blok mieszkalny","Stare Miasto",700,2,"bardzo dobry"
"557",549000,35.75,"apartamentowiec","Kleczków",350,1,"do wykończenia"
"558",575000,43,"blok mieszkalny","Grabiszyn",330,2,"do odświeżenia"
"559",707021,46.06,"blok mieszkalny","Krzyki",550,2,"nowe wykończone"
"560",1056000,72.12,"blok mieszkalny","Kleczków",720,4,"do wykończenia"
"561",1078339,98.12,"blok mieszkalny","Jagodno",980,4,"do wykończenia"
"562",861150,57.41,"apartamentowiec","Grabiszyn",13,3,"do wykończenia"
"563",455000,29,"blok mieszkalny","Karłowice",275,1,"-"
"564",749550,57,"blok mieszkalny","Krzyki",684,3,"do wykończenia"
"565",645000,38,"blok mieszkalny","Strachocin",377,2,"wysoki standard"
"566",1239000,76.17,"blok mieszkalny","Lipa Piotrowska",600,3,"wysoki standard"
"567",2415210,91.14,"apartamentowiec","Stare Miasto",1370,4,"do wykończenia"
"568",581687,34.81,"blok mieszkalny","Kleczków",450,2,"do wykończenia"
"569",749000,64.2,"apartamentowiec","Lipa Piotrowska",620,3,"bardzo dobry"
"570",799000,73.48,"blok mieszkalny","Muchobór Wielki",594,3,"wysoki standard"
"571",587500,47,"blok mieszkalny","Jagodno",576,2,"dobry"
"572",799500,60,"blok mieszkalny","Swojczyce",520,3,"bardzo dobry"
"573",715000,28.6,"apartamentowiec","Krzyki",400,1,"wysoki standard"
"574",724000,72.5,"blok mieszkalny","Lipa Piotrowska",600,4,"do wykończenia"
"575",1024190,91.32,"apartamentowiec","Krzyki",910,5,"do wykończenia"
"576",599000,62.78,"kamienica","Huby",500,2,"do remontu"
"577",599000,46,"apartamentowiec","Gaj",560,2,"dobry"
"578",413650,28.14,"blok mieszkalny","Muchobór Mały",400,1,"do wykończenia"
"579",926900,71.3,"blok mieszkalny","Ołbin",700,4,"do wykończenia"
"580",1582000,91.91,"blok mieszkalny","Kleczków",930,5,"do wykończenia"
"581",548178,42.2,"blok mieszkalny","Lipa Piotrowska",450,2,"do wykończenia"
"582",724259,71.5,"blok mieszkalny","Maślice",650,2,"do wykończenia"
"583",591078,39.26,"blok mieszkalny","Klecina",400,2,"do wykończenia"
"584",790000,47.3,"apartamentowiec","Maślice",430,2,"wysoki standard"
"585",493724,25.19,"apartamentowiec","Stare Miasto",500,1,"do wykończenia"
"586",399000,25,"blok mieszkalny","Huby",560,1,"dobry"
"587",829000,40.16,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"588",759000,36.5,"apartamentowiec","Szczepin",400,2,"nowe wykończone"
"589",639000,53.7,"blok mieszkalny","Gaj",560,2,"do odświeżenia"
"590",1198960,51.01,"apartamentowiec","Przedmieście Oławskie",700,2,"bardzo dobry"
"591",630000,40.14,"blok mieszkalny","Jagodno",300,2,"bardzo dobry"
"592",926900,71.3,"blok mieszkalny","Ołbin",960,4,"do wykończenia"
"593",930000,60.49,"blok mieszkalny","Kleczków",600,3,"do odświeżenia"
"594",3510000,117,"apartamentowiec","Stare Miasto",1600,5,"wysoki standard"
"595",882000,75.38,"blok mieszkalny","Poświętne",650,3,"do wykończenia"
"596",747000,36.3,"apartamentowiec","Stare Miasto",650,2,"bardzo dobry"
"597",639900,39.6,"blok mieszkalny","Szczepin",500,2,"wysoki standard"
"598",479000,54.4,"kamienica","Karłowice",400,3,"do remontu"
"599",649999,50.32,"blok mieszkalny","Karłowice",690,2,"wysoki standard"
"600",1125141,56.21,"blok mieszkalny","Stare Miasto",700,3,"nowe wykończone"
"601",470000,46.1,"kamienica","Karłowice",430,3,"do remontu"
"602",1280000,46.54,"apartamentowiec","Stare Miasto",800,2,"wysoki standard"
"603",714300,47.62,"apartamentowiec","Grabiszyn",13,2,"do wykończenia"
"604",499000,37,"blok mieszkalny","Poświętne",300,2,"dobry"
"605",515000,41.39,"kamienica","Nadodrze",600,3,"do odświeżenia"
"606",690000,64,"blok mieszkalny","Borek",720,3,"dobry"
"607",880000,44,"kamienica","Ołbin",242,2,"wysoki standard"
"608",545171,30.8,"apartamentowiec","Kleczków",500,1,"do wykończenia"
"609",855000,65.3,"blok mieszkalny","Gaj",626,3,"wysoki standard"
"610",647323,56.6,"blok mieszkalny","Księże",650,3,"do wykończenia"
"611",679990,69.4,"blok mieszkalny","Kuźniki",1000,4,"do remontu"
"612",485206,27.49,"blok mieszkalny","Stare Miasto",600,1,"do wykończenia"
"613",1114456,56.86,"apartamentowiec","Stare Miasto",650,3,"bardzo dobry"
"614",619000,46,"apartamentowiec","Swojczyce",650,2,"wysoki standard"
"615",442260,25.79,"blok mieszkalny","Muchobór Mały",350,1,"do wykończenia"
"616",8e+05,61,"kamienica","Nadodrze",400,3,"do remontu"
"617",591822,38.43,"blok mieszkalny","Krzyki",450,2,"nowe wykończone"
"618",716500,44.12,"blok mieszkalny","Grabiszyn",892,3,"wysoki standard"
"619",1040380,83.9,"blok mieszkalny","Księże",870,5,"do wykończenia"
"620",849000,63,"blok mieszkalny","Krzyki",870,4,"bardzo dobry"
"621",390000,26.58,"kamienica","Stare Miasto",250,1,"do odświeżenia"
"622",840000,46,"apartamentowiec","Szczepin",650,2,"wysoki standard"
"623",706900,40.47,"blok mieszkalny","Krzyki",450,2,"do wykończenia"
"624",799000,50,"blok mieszkalny","Krzyki",550,2,"wysoki standard"
"625",783300,74.6,"kamienica","Plac Grunwaldzki",800,2,"bardzo dobry"
"626",512911,41.5,"blok mieszkalny","Księże",350,2,"do wykończenia"
"627",510000,39,"blok mieszkalny","Grabiszyn",765,2,"bardzo dobry"
"628",997000,77,"blok mieszkalny","Gądów",1200,4,"do remontu"
"629",613360,29.92,"apartamentowiec","Stare Miasto",290,1,"do wykończenia"
"630",512278,28.77,"blok mieszkalny","Muchobór Mały",300,1,"bardzo dobry"
"631",1199000,48.54,"kamienica","Stare Miasto",1500,1,"bardzo dobry"
"632",1426000,81.64,"blok mieszkalny","Kleczków",830,4,"do wykończenia"
"633",1079900,68.16,"apartamentowiec","Kleczków",600,4,"do wykończenia"
"634",740000,28.04,"apartamentowiec","Stare Miasto",570,1,"bardzo dobry"
"635",795000,79.9,"blok mieszkalny","Leśnica",600,4,"bardzo dobry"
"636",1050000,100.86,"blok mieszkalny","Psie Pole",500,4,"wysoki standard"
"637",588000,66.5,"kamienica","Ołbin",660,2,"do odświeżenia"
"638",590458,48.3,"blok mieszkalny","Księże",500,2,"do wykończenia"
"639",399000,43,"kamienica","Huby",350,2,"dobry"
"640",744000,53.82,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"641",627260,48.02,"blok mieszkalny","Poświętne",500,2,"do wykończenia"
"642",649000,60.4,"blok mieszkalny","Nowy Dwór",670,3,"bardzo dobry"
"643",619000,49,"blok mieszkalny","Stare Miasto",599,2,"dobry"
"644",617999,47.82,"blok mieszkalny","Psie Pole",680,2,"dobry"
"645",635000,68.69,"apartamentowiec","Maślice",580,3,"do wykończenia"
